    ,visit_id         ,site_url                        ,site_rank ,complete ,banners ,interaction    ,clicked        ,count_fp ,count_tp ,count_tr
657 ,2201993415961088 ,https://mimecast.net            , 20000147 ,True     ,      1 ,Reject         ,Rejected       ,       0 ,      62 ,      18
658 ,1208712312651631 ,https://gmu.edu                 , 20000148 ,True     ,      1 ,Reject         ,Rejected       ,      16 ,      25 ,      12
659 ,8800089389686924 ,https://treehugger.com          , 20000149 ,True     ,      0 ,Reject         ,No interaction ,      23 ,      38 ,      24
660 ,2722584585571241 ,https://sendinblue.com          , 20000150 ,True     ,      1 ,Reject         ,Rejected       ,       1 ,      34 ,       0
661 ,8960906416225455 ,https://nhl.com                 , 20000151 ,True     ,      1 ,Reject         ,Rejected       ,      17 ,      16 ,      12
662 ,4441962405300647 ,https://acer.com                , 20000152 ,True     ,      1 ,Reject         ,Rejected       ,      21 ,      50 ,      32
663 ,2114130408426485 ,https://siteground.biz          , 20000153 ,False    ,      1 ,Reject         ,Rejected       ,       0 ,      13 ,       0
664 ,5884376207055191 ,https://smartthings.com         , 20000154 ,True     ,      1 ,Reject         ,Rejected       ,       2 ,       0 ,       0
665 ,3817010356020932 ,https://sketchup.com            , 20000155 ,True     ,      1 ,Reject         ,Rejected       ,      29 ,      20 ,       3
666 ,2490328796505496 ,https://askubuntu.com           , 20000156 ,True     ,      1 ,Reject         ,Rejected       ,       3 ,       1 ,       0
667 ,6792381429454381 ,https://travelandleisure.com    , 20000157 ,True     ,      0 ,Reject         ,No interaction ,      34 ,     134 ,     117
668 ,4506382520601546 ,https://observer.com            , 20000158 ,False    ,      1 ,Reject         ,Rejected       ,      33 ,     101 ,      89
669 ,4960029092192596 ,https://kaltura.com             , 20000159 ,True     ,      1 ,Reject         ,Rejected       ,      27 ,      15 ,       3
670 ,8901251336029074 ,https://bunq.com                , 20000160 ,True     ,      1 ,Reject         ,No interaction ,       6 ,       1 ,       0
671 ,6549385281842666 ,https://unimelb.edu.au          , 20000161 ,True     ,      1 ,Reject         ,Rejected       ,       7 ,       0 ,       0
672 ,5693445699631842 ,https://smadex.com              , 20000162 ,True     ,      1 ,Reject         ,Rejected       ,       5 ,       0 ,       0
673 ,2601300549347397 ,https://flashscore.com          , 20000163 ,True     ,      1 ,Reject         ,Rejected       ,       9 ,       1 ,       0
674 , 426980013967297 ,https://mendeley.com            , 20000164 ,True     ,      1 ,Reject         ,Rejected       ,       3 ,       0 ,       0
675 ,3352385299564951 ,https://elsevierhealth.com      , 20000165 ,True     ,      1 ,Reject         ,Rejected       ,      17 ,       0 ,       0
676 , 902378704794081 ,https://lilly.com               , 20000166 ,True     ,      1 ,Reject         ,Rejected       ,       8 ,       2 ,       0
677 ,1675895497123092 ,https://pb.com                  , 20000167 ,True     ,      1 ,Reject         ,Rejected       ,       0 ,      42 ,       8
678 ,5472518752155933 ,https://nap.edu                 , 20000168 ,True     ,      1 ,Reject         ,Rejected       ,       0 ,      16 ,       0
679 ,8734115909002180 ,https://deltadna.net            , 20000169 ,True     ,      1 ,Reject         ,Rejected       ,       3 ,       0 ,       0
680 ,6378738055276119 ,https://home.kpmg               , 20000170 ,True     ,      1 ,Reject         ,Rejected       ,       0 ,      14 ,       0
681 ,8417819682668162 ,https://isipp.com               , 20000171 ,True     ,      1 ,Reject         ,Rejected       ,      22 ,       1 ,       0
682 ,4773104166185974 ,https://sqills.com              , 20000172 ,True     ,      1 ,Reject         ,Rejected       ,       3 ,       0 ,       0
683 ,6557410145104880 ,https://imperial.ac.uk          , 20000173 ,True     ,      1 ,Reject         ,Rejected       ,       6 ,       0 ,       0
684 ,8595390132521370 ,https://split.io                , 20000174 ,True     ,      1 ,Reject         ,Rejected       ,       1 ,      44 ,      30
685 ,6176697739620830 ,https://doodle.com              , 20000175 ,True     ,      1 ,Reject         ,Rejected       ,      12 ,       0 ,       0
686 ,1905208905552500 ,https://oclc.org                , 20000176 ,True     ,      1 ,Reject         ,Rejected       ,       3 ,       0 ,       0
687 , 475633873492407 ,https://spglobal.com            , 20000177 ,True     ,      1 ,Reject         ,Rejected       ,      13 ,       4 ,       1
688 ,6118656913696981 ,https://overleaf.com            , 20000178 ,True     ,      1 ,Reject         ,No interaction ,       1 ,       0 ,       0
689 , 702600126120671 ,https://vertamedia.com          , 20000179 ,True     ,      1 ,Reject         ,Rejected       ,       0 ,      25 ,      15
690 ,6433462822965721 ,https://playtika.com            , 20000180 ,True     ,      1 ,Reject         ,Rejected       ,       7 ,       9 ,       0
691 , 363491581913610 ,https://pandasecurity.com       , 20000181 ,True     ,      1 ,Reject         ,Rejected       ,       7 ,       1 ,       1
692 ,6415907589817255 ,https://hltv.org                , 20000182 ,False    ,      1 ,Reject         ,Rejected       ,      15 ,       1 ,       0
693 ,3408073450063616 ,https://pantheonsite.io         , 20000183 ,True     ,      1 ,Reject         ,Rejected       ,       0 ,      81 ,      25
694 ,6580117299017205 ,https://barracudanetworks.com   , 20000184 ,True     ,      1 ,Reject         ,Rejected       ,       0 ,      46 ,       7
695 ,2723314066660902 ,https://military.com            , 20000185 ,True     ,      1 ,Reject         ,Rejected       ,      18 ,      32 ,      24
696 ,8789066007349709 ,https://mailerlite.com          , 20000186 ,True     ,      1 ,Reject         ,No interaction ,       1 ,       1 ,       0
697 ,4189314582510662 ,https://justpremium.com         , 20000187 ,True     ,      1 ,Reject         ,Rejected       ,       0 ,      11 ,       8
698 ,8884881923202867 ,https://ccleaner.com            , 20000188 ,True     ,      1 ,Reject         ,Rejected       ,      26 ,       9 ,       0
699 ,6781791050395694 ,https://hyprmx.com              , 20000189 ,True     ,      1 ,Reject         ,No interaction ,       5 ,       0 ,       0
700 ,6886043282141731 ,https://wish.com                , 20000190 ,True     ,      1 ,Reject         ,No interaction ,      28 ,      26 ,      12
701 ,1277590903050607 ,https://logi.com                , 20000191 ,True     ,      0 ,Reject         ,No interaction ,       2 ,     115 ,      36
702 ,5248781732539252 ,https://urbanairship.com        , 20000192 ,True     ,      1 ,Reject         ,Rejected       ,       0 ,       7 ,       1
703 ,3931703647948517 ,https://uservoice.com           , 20000193 ,True     ,      1 ,Reject         ,No interaction ,       6 ,      11 ,       0
704 ,5401918480086180 ,https://aa.com.tr               , 20000194 ,True     ,      0 ,Reject         ,No interaction ,       0 ,       0 ,       0
705 ,3715810620001721 ,https://splunk.com              , 20000195 ,True     ,      1 ,Reject         ,Rejected       ,      44 ,      56 ,      27
706 ,8344909176944455 ,https://rightmove.co.uk         , 20000196 ,True     ,      1 ,Reject         ,Rejected       ,      11 ,       0 ,       0
707 ,6761188610041137 ,https://liveabout.com           , 20000197 ,True     ,      0 ,Reject         ,No interaction ,      19 ,      26 ,      19
708 ,4532189851822527 ,https://bartleby.com            , 20000198 ,True     ,      0 ,Reject         ,No interaction ,      26 ,      10 ,       0
709 ,7691886244437944 ,https://domain.com              , 20000199 ,True     ,      1 ,Reject         ,Rejected       ,      35 ,      16 ,      13
710 ,7661379149273175 ,https://watchguard.com          , 20000200 ,True     ,      1 ,Reject         ,Rejected       ,       7 ,       0 ,       0
711 ,5139355134540504 ,https://hik-connect.com         , 20000201 ,True     ,      1 ,Reject         ,Rejected       ,       5 ,       0 ,       0
712 ,4885691762081812 ,https://exoclick.com            , 20000202 ,True     ,      1 ,Reject         ,Rejected       ,       2 ,       0 ,       0
713 ,3243016430533521 ,https://2k.com                  , 20000203 ,True     ,      1 ,Reject         ,Rejected       ,       7 ,       0 ,       0
714 ,4230281243628075 ,https://onaudience.com          , 20000204 ,True     ,      1 ,Reject         ,Rejected       ,       1 ,       1 ,       0
715 ,6068526216938849 ,https://avid.com                , 20000205 ,True     ,      1 ,Reject         ,Rejected       ,       9 ,      81 ,      63
716 ,8553899269360180 ,https://narvar.com              , 20000206 ,True     ,      1 ,Reject         ,Rejected       ,      14 ,      12 ,       1
717 ,  18585610367111 ,https://ets.org                 , 20000207 ,True     ,      1 ,Reject         ,Rejected       ,      30 ,      16 ,       1
718 ,7473917246650720 ,https://health.com              , 20000208 ,True     ,      0 ,Reject         ,No interaction ,      23 ,     126 ,     111
719 ,7927107016763534 ,https://ons.gov.uk              , 20000209 ,True     ,      1 ,Reject         ,Rejected       ,       1 ,       0 ,       0
720 ,4585476064532875 ,https://rioseo.com              , 20000210 ,True     ,      1 ,Reject         ,Rejected       ,      20 ,       9 ,       1
721 ,3005295549782665 ,https://liveperson.net          , 20000211 ,False    ,      0 ,Reject         ,No interaction ,       0 ,       0 ,       0
722 , 474622049564470 ,https://complex.com             , 20000212 ,False    ,      0 ,Reject         ,No interaction ,      22 ,     111 ,      87
723 ,3822101704620863 ,https://bhg.com                 , 20000213 ,True     ,      0 ,Reject         ,No interaction ,      33 ,     212 ,     188
724 ,6455727059356228 ,https://macworld.com            , 20000214 ,True     ,      0 ,Reject         ,No interaction ,      40 ,      88 ,      70
725 ,4706193935580433 ,https://thebalancecareers.com   , 20000215 ,True     ,      0 ,Reject         ,No interaction ,       0 ,     209 ,     172
726 ,1926820113127546 ,https://geotrust.com            , 20000216 ,True     ,      1 ,Reject         ,Rejected       ,      25 ,      12 ,       4
727 ,4578839589529238 ,https://mariadb.org             , 20000217 ,True     ,      1 ,Reject         ,Rejected       ,       1 ,       3 ,       0
728 ,3356329222198105 ,https://rte.ie                  , 20000218 ,True     ,      0 ,Reject         ,No interaction ,       4 ,       0 ,       0
729 ,8799554770725688 ,https://sabre.com               , 20000219 ,True     ,      1 ,Reject         ,Rejected       ,      27 ,      21 ,      11
730 ,4077894968282480 ,https://truecaller.com          , 20000220 ,True     ,      1 ,Reject         ,Rejected       ,       0 ,       0 ,       0
731 ,1382334848181873 ,https://americanbar.org         , 20000221 ,True     ,      0 ,Reject         ,No interaction ,       7 ,       0 ,       0
732 ,8362807662090469 ,https://myfonts.com             , 20000222 ,True     ,      1 ,Reject         ,Rejected       ,      44 ,      31 ,      17
733 ,8375851116765427 ,https://gulfnews.com            , 20000223 ,False    ,      0 ,Reject         ,No interaction ,      45 ,     257 ,     222
734 ,6849581500736658 ,https://tfl.gov.uk              , 20000224 ,True     ,      1 ,Reject         ,Rejected       ,       4 ,       4 ,       4
735 , 457793728211798 ,https://forrester.com           , 20000225 ,True     ,      1 ,Reject         ,No interaction ,      29 ,       0 ,       0
736 ,3505048210708176 ,https://quovadisglobal.com      , 20000226 ,True     ,      1 ,Reject         ,Rejected       ,      20 ,      10 ,       4
737 ,7631764805569220 ,https://active.com              , 20000227 ,True     ,      1 ,Reject         ,Rejected       ,      52 ,     160 ,     130
738 ,4228529406283563 ,https://fantasypros.com         , 20000228 ,True     ,      1 ,Reject         ,Rejected       ,      14 ,      96 ,      85
739 ,7846637390804488 ,https://eurogamer.net           , 20000229 ,True     ,      1 ,Reject         ,Rejected       ,       8 ,       0 ,       0
740 ,6225618320408562 ,https://siteground.us           , 20000230 ,True     ,      1 ,Reject         ,Rejected       ,       0 ,      13 ,       0
741 ,4605678600879249 ,https://match.com               , 20000231 ,True     ,      1 ,Reject         ,Rejected       ,       9 ,       3 ,       0
742 ,5522480052281936 ,https://realsimple.com          , 20000232 ,True     ,      0 ,Reject         ,No interaction ,      33 ,      64 ,      49
743 ,2845576503006636 ,https://thespruceeats.com       , 20000233 ,True     ,      0 ,Reject         ,No interaction ,      27 ,     132 ,     114
744 ,3757229352150001 ,https://freepik.es              , 20000234 ,True     ,      1 ,Reject         ,Rejected       ,      29 ,      19 ,       9
745 ,5186931102311958 ,https://sanofi-synthelabo.com   , 20000235 ,True     ,      0 ,Reject         ,No interaction ,       0 ,       0 ,       0
746 ,7164315115630680 ,https://nationalgeographic.org  , 20000236 ,True     ,      1 ,Reject         ,No interaction ,      24 ,      13 ,       5
747 ,5199035887852325 ,https://eagleeyenetworks.com    , 20000237 ,True     ,      1 ,Reject         ,Rejected       ,       0 ,      44 ,       0
748 ,5468038352124777 ,https://aap.org                 , 20000238 ,True     ,      1 ,Reject         ,Rejected       ,      19 ,      14 ,       8
749 ,7373175266691282 ,https://seagate.com             , 20000239 ,True     ,      1 ,Reject         ,Rejected       ,      16 ,       5 ,       4
750 ,4230825056475760 ,https://kcl.ac.uk               , 20000240 ,True     ,      1 ,Reject         ,Rejected       ,       2 ,       0 ,       0
751 ,7186508412535584 ,https://snowflake.com           , 20000241 ,True     ,      1 ,Reject         ,Rejected       ,      16 ,      28 ,      20
752 , 100336195871323 ,https://esri.com                , 20000242 ,True     ,      1 ,Reject         ,Rejected       ,      28 ,      30 ,      20
753 ,3449248449241195 ,https://tappx.com               , 20000243 ,True     ,      1 ,Reject         ,Rejected       ,       8 ,       0 ,       0
754 ,8741565127958163 ,https://ecwid.com               , 20000244 ,True     ,      0 ,Reject         ,No interaction ,      32 ,      41 ,      23
755 ,3282549849304951 ,https://sportingnews.com        , 20000245 ,True     ,      1 ,Reject         ,Rejected       ,      38 ,     297 ,     250
756 ,1725105317864333 ,https://apptimize.com           , 20000246 ,True     ,      1 ,Reject         ,Rejected       ,       5 ,       2 ,       1
757 ,3367516133104264 ,https://serverfault.com         , 20000247 ,True     ,      1 ,Reject         ,Rejected       ,       3 ,       1 ,       0
758 , 925404729527704 ,https://nationalarchives.gov.uk , 20000248 ,True     ,      1 ,Reject         ,Rejected       ,       2 ,       0 ,       0
759 ,8124967900441096 ,https://zebra.com               , 20000249 ,True     ,      1 ,Reject         ,Rejected       ,      24 ,      16 ,      15
760 ,3731802068801354 ,https://epfl.ch                 , 20000250 ,False    ,      0 ,Reject         ,No interaction ,       4 ,       0 ,       0
761 ,4483399144712229 ,https://xoom.com                , 20000251 ,True     ,      1 ,Reject         ,No interaction ,      25 ,       8 ,       0
762 ,1874184905614225 ,https://foodandwine.com         , 20000252 ,True     ,      0 ,Reject         ,No interaction ,      29 ,     146 ,     127
763 ,7717445445633746 ,https://vodafone.com            , 20000253 ,True     ,      1 ,Reject         ,Rejected       ,       2 ,       0 ,       0
764 ,1038647447300675 ,https://workable.com            , 20000254 ,True     ,      1 ,Reject         ,Rejected       ,       7 ,      14 ,       2
